optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 20, 18, 2, 19, 10, 14, 6, 8, 4, 5, 7, 9, 3, 15, 11, 12, 13, 17, 16, 1}",3.820608,"{1, 16, 17, 13, 12, 11, 15, 3, 9, 7, 5, 4, 8, 6, 14, 10, 19, 2, 18, 20, 1}",3.820608,0.000000,0.044072
"{1, 16, 10, 5, 20, 6, 7, 4, 11, 15, 13, 18, 8, 19, 12, 17, 9, 2, 14, 3, 1}",3.731419,"{1, 3, 14, 2, 9, 17, 11, 4, 15, 13, 12, 19, 8, 18, 7, 6, 20, 5, 10, 16, 1}",3.867257,0.036404,0.044064
"{1, 8, 10, 17, 7, 14, 9, 11, 2, 18, 5, 19, 6, 15, 20, 3, 12, 4, 13, 16, 1}",4.065087,"{1, 16, 13, 4, 12, 3, 20, 15, 6, 19, 5, 18, 2, 11, 9, 14, 7, 17, 10, 8, 1}",4.065087,0.000000,0.043681
"{1, 8, 16, 11, 3, 7, 5, 14, 17, 15, 20, 6, 13, 2, 19, 12, 9, 4, 18, 10, 1}",4.186708,"{1, 10, 18, 7, 3, 4, 9, 12, 19, 2, 13, 6, 20, 15, 17, 14, 5, 11, 16, 8, 1}",4.193659,0.001660,0.043923
"{1, 20, 5, 8, 19, 13, 17, 14, 7, 11, 6, 4, 3, 15, 9, 16, 2, 18, 10, 12, 1}",3.293148,"{1, 20, 5, 8, 19, 13, 17, 14, 7, 11, 6, 4, 3, 15, 9, 16, 2, 18, 10, 12, 1}",3.293148,0.000000,0.044041
"{1, 11, 12, 19, 16, 5, 14, 10, 8, 9, 13, 7, 2, 17, 15, 4, 6, 20, 18, 3, 1}",4.044868,"{1, 11, 12, 19, 16, 13, 5, 14, 10, 8, 9, 7, 2, 17, 15, 4, 6, 20, 18, 3, 1}",4.053625,0.002165,0.043963
"{1, 12, 3, 15, 18, 8, 7, 16, 14, 2, 10, 11, 6, 9, 4, 20, 13, 19, 5, 17, 1}",3.676916,"{1, 12, 3, 15, 18, 16, 14, 2, 10, 11, 7, 8, 6, 9, 4, 20, 13, 19, 5, 17, 1}",3.743776,0.018184,0.043965
"{1, 19, 11, 7, 9, 5, 12, 8, 2, 13, 20, 14, 17, 4, 6, 10, 16, 3, 18, 15, 1}",3.451554,"{1, 7, 9, 5, 12, 8, 2, 13, 11, 19, 20, 14, 17, 4, 6, 10, 16, 3, 18, 15, 1}",3.608864,0.045577,0.044081
"{1, 2, 15, 12, 10, 20, 11, 18, 14, 19, 3, 9, 4, 7, 16, 17, 13, 8, 5, 6, 1}",3.652251,"{1, 6, 5, 8, 13, 17, 16, 7, 4, 9, 3, 19, 14, 18, 11, 20, 10, 12, 15, 2, 1}",3.652251,0.000000,0.044160
"{1, 3, 15, 18, 10, 20, 16, 14, 7, 5, 8, 4, 6, 2, 12, 19, 17, 9, 13, 11, 1}",4.057148,"{1, 3, 11, 13, 9, 12, 2, 6, 4, 8, 5, 16, 20, 10, 15, 18, 14, 7, 19, 17, 1}",4.165294,0.026656,0.043608
"{1, 4, 17, 10, 13, 9, 20, 16, 2, 19, 7, 6, 15, 14, 12, 11, 18, 5, 8, 3, 1}",3.882182,"{1, 4, 17, 20, 16, 2, 19, 13, 9, 10, 7, 6, 15, 14, 12, 11, 18, 5, 8, 3, 1}",3.974629,0.023813,0.044014
"{1, 18, 12, 19, 2, 15, 7, 20, 5, 8, 3, 16, 11, 4, 13, 6, 17, 10, 9, 14, 1}",3.622955,"{1, 14, 9, 10, 17, 6, 13, 4, 11, 16, 3, 8, 5, 20, 7, 15, 2, 19, 12, 18, 1}",3.622955,0.000000,0.043928
"{1, 2, 18, 4, 20, 10, 12, 9, 3, 14, 8, 11, 5, 13, 19, 6, 16, 7, 15, 17, 1}",3.935887,"{1, 12, 18, 2, 4, 20, 10, 9, 3, 14, 8, 11, 5, 13, 19, 6, 16, 7, 15, 17, 1}",3.963432,0.006998,0.043965
"{1, 20, 2, 10, 6, 13, 3, 5, 12, 15, 16, 11, 8, 7, 17, 18, 4, 14, 19, 9, 1}",3.589859,"{1, 9, 19, 14, 4, 18, 17, 7, 8, 11, 16, 15, 5, 12, 3, 13, 6, 10, 2, 20, 1}",3.589789,-0.000019,0.043728
"{1, 20, 9, 17, 5, 14, 19, 12, 6, 8, 16, 2, 3, 10, 13, 11, 7, 18, 15, 4, 1}",4.357958,"{1, 9, 17, 5, 14, 19, 12, 6, 8, 16, 2, 3, 10, 13, 11, 20, 7, 18, 15, 4, 1}",4.497471,0.032013,0.043964
"{1, 9, 16, 15, 11, 8, 12, 2, 14, 5, 20, 3, 6, 18, 7, 10, 13, 19, 4, 17, 1}",4.042590,"{1, 17, 4, 19, 11, 9, 16, 15, 8, 12, 2, 14, 5, 20, 3, 6, 18, 7, 10, 13, 1}",4.110869,0.016890,0.043965
"{1, 20, 19, 4, 8, 12, 10, 9, 7, 3, 15, 13, 11, 18, 16, 2, 5, 6, 14, 17, 1}",3.859043,"{1, 20, 19, 5, 8, 4, 9, 7, 3, 10, 12, 15, 13, 11, 18, 16, 2, 14, 6, 17, 1}",4.074646,0.055870,0.044090
"{1, 13, 18, 5, 16, 12, 3, 10, 2, 9, 17, 6, 14, 19, 8, 11, 7, 4, 20, 15, 1}",3.801387,"{1, 8, 11, 7, 4, 20, 15, 5, 16, 12, 3, 10, 2, 9, 17, 6, 14, 19, 13, 18, 1}",3.845460,0.011594,0.043888
"{1, 6, 9, 11, 13, 19, 12, 17, 3, 18, 20, 16, 14, 7, 15, 5, 2, 10, 4, 8, 1}",3.664143,"{1, 6, 8, 4, 10, 2, 5, 15, 7, 14, 16, 20, 18, 3, 17, 12, 19, 13, 11, 9, 1}",3.660253,-0.001062,0.043869
"{1, 17, 20, 12, 6, 13, 9, 3, 15, 8, 4, 5, 16, 11, 18, 10, 19, 7, 14, 2, 1}",3.868454,"{1, 17, 20, 12, 6, 13, 9, 3, 15, 8, 4, 5, 16, 11, 18, 10, 19, 7, 14, 2, 1}",3.868454,0.000000,0.043725
"{1, 17, 14, 15, 2, 20, 6, 18, 13, 11, 9, 8, 19, 7, 12, 5, 10, 16, 3, 4, 1}",3.588913,"{1, 17, 14, 15, 2, 20, 6, 18, 4, 13, 11, 9, 8, 19, 7, 12, 5, 10, 16, 3, 1}",3.661456,0.020213,0.043808
"{1, 20, 8, 2, 4, 3, 16, 18, 5, 14, 6, 15, 12, 10, 11, 17, 9, 13, 19, 7, 1}",3.922759,"{1, 7, 19, 13, 9, 17, 11, 10, 15, 6, 12, 14, 5, 18, 16, 3, 4, 2, 8, 20, 1}",3.945106,0.005697,0.043833
"{1, 9, 11, 8, 4, 15, 17, 20, 6, 18, 2, 19, 12, 7, 10, 16, 14, 13, 3, 5, 1}",3.643770,"{1, 5, 3, 13, 14, 16, 10, 7, 12, 19, 2, 18, 6, 20, 17, 15, 4, 8, 11, 9, 1}",3.643770,0.000000,0.044127
"{1, 10, 17, 16, 3, 13, 14, 18, 5, 12, 6, 8, 11, 2, 9, 20, 7, 19, 15, 4, 1}",3.858328,"{1, 10, 17, 16, 3, 13, 14, 18, 5, 12, 6, 8, 11, 2, 9, 20, 7, 19, 15, 4, 1}",3.858328,0.000000,0.044149
"{1, 18, 2, 10, 8, 7, 6, 17, 16, 9, 3, 4, 13, 20, 5, 19, 15, 12, 14, 11, 1}",3.934295,"{1, 11, 14, 12, 15, 19, 5, 20, 13, 4, 2, 3, 9, 16, 17, 6, 7, 8, 10, 18, 1}",4.001001,0.016955,0.044272
"{1, 13, 14, 20, 3, 15, 8, 7, 19, 6, 18, 4, 17, 12, 2, 5, 9, 10, 16, 11, 1}",3.433674,"{1, 11, 16, 10, 9, 5, 2, 12, 17, 4, 18, 6, 19, 7, 8, 15, 3, 20, 14, 13, 1}",3.433674,0.000000,0.043691
"{1, 9, 11, 10, 19, 18, 20, 17, 15, 14, 7, 12, 4, 6, 2, 16, 8, 13, 5, 3, 1}",3.540099,"{1, 9, 11, 10, 19, 18, 20, 17, 15, 14, 7, 12, 4, 6, 2, 13, 5, 3, 8, 16, 1}",3.613371,0.020698,0.043891
"{1, 20, 14, 3, 17, 7, 4, 12, 11, 6, 15, 18, 8, 13, 5, 2, 9, 16, 10, 19, 1}",4.165568,"{1, 19, 10, 16, 9, 2, 13, 8, 18, 15, 6, 11, 5, 4, 12, 7, 17, 3, 14, 20, 1}",4.474483,0.074159,0.043917
"{1, 17, 10, 18, 16, 12, 6, 7, 19, 11, 3, 15, 14, 20, 9, 4, 5, 2, 13, 8, 1}",4.503419,"{1, 13, 2, 5, 4, 15, 3, 14, 11, 19, 7, 6, 12, 18, 10, 17, 16, 20, 9, 8, 1}",4.805984,0.067186,0.043884
"{1, 10, 12, 17, 13, 2, 20, 11, 19, 9, 18, 16, 3, 6, 15, 7, 8, 5, 14, 4, 1}",3.898149,"{1, 4, 14, 5, 15, 6, 3, 16, 18, 9, 7, 8, 2, 20, 11, 19, 17, 13, 12, 10, 1}",4.207764,0.079426,0.044094
"{1, 19, 14, 15, 2, 8, 16, 17, 6, 3, 18, 13, 7, 9, 5, 10, 11, 4, 12, 20, 1}",3.864188,"{1, 20, 12, 7, 9, 5, 10, 11, 4, 13, 18, 3, 6, 16, 17, 8, 2, 15, 14, 19, 1}",4.111550,0.064014,0.043882
"{1, 6, 16, 17, 18, 7, 11, 3, 15, 5, 8, 9, 20, 13, 12, 2, 10, 4, 19, 14, 1}",3.877582,"{1, 14, 19, 18, 4, 10, 2, 12, 13, 20, 9, 8, 5, 15, 3, 11, 7, 17, 16, 6, 1}",3.884956,0.001902,0.043818
"{1, 18, 13, 7, 8, 3, 15, 11, 12, 9, 20, 6, 14, 2, 16, 19, 10, 5, 4, 17, 1}",3.777471,"{1, 17, 4, 5, 10, 19, 16, 2, 14, 6, 20, 9, 12, 11, 15, 3, 8, 7, 13, 18, 1}",3.777470,0.000000,0.043720
"{1, 13, 10, 20, 2, 5, 16, 9, 15, 7, 11, 4, 6, 18, 12, 19, 8, 17, 14, 3, 1}",4.224476,"{1, 3, 14, 17, 8, 19, 12, 18, 6, 4, 11, 7, 15, 9, 16, 5, 2, 20, 10, 13, 1}",4.224476,0.000000,0.043958
"{1, 3, 9, 16, 6, 4, 18, 8, 14, 11, 10, 13, 19, 12, 15, 2, 20, 17, 7, 5, 1}",3.896333,"{1, 5, 7, 17, 20, 2, 15, 12, 19, 13, 10, 11, 14, 8, 18, 4, 6, 16, 9, 3, 1}",3.896333,0.000000,0.043727
"{1, 12, 4, 14, 6, 5, 19, 8, 10, 17, 18, 2, 11, 9, 15, 7, 3, 13, 20, 16, 1}",3.959820,"{1, 12, 4, 14, 6, 5, 19, 10, 8, 18, 17, 11, 9, 15, 2, 7, 3, 13, 20, 16, 1}",3.968582,0.002213,0.043669
"{1, 2, 12, 15, 6, 4, 19, 8, 7, 20, 13, 5, 11, 18, 17, 9, 14, 10, 3, 16, 1}",4.013284,"{1, 16, 3, 10, 14, 9, 17, 18, 11, 5, 13, 20, 7, 8, 19, 4, 6, 15, 12, 2, 1}",4.013284,0.000000,0.043658
"{1, 9, 14, 4, 3, 8, 15, 20, 2, 12, 10, 18, 11, 13, 7, 16, 5, 17, 6, 19, 1}",3.791023,"{1, 9, 14, 4, 3, 8, 15, 20, 2, 18, 10, 12, 5, 11, 13, 7, 16, 17, 6, 19, 1}",3.802920,0.003138,0.044025
"{1, 13, 3, 5, 9, 11, 20, 18, 16, 8, 17, 4, 6, 14, 12, 2, 15, 10, 7, 19, 1}",3.746859,"{1, 13, 3, 5, 9, 11, 20, 18, 16, 8, 17, 4, 6, 14, 12, 2, 15, 10, 7, 19, 1}",3.746859,0.000000,0.044041
"{1, 12, 17, 20, 15, 10, 18, 5, 19, 13, 2, 6, 11, 3, 16, 4, 8, 14, 9, 7, 1}",3.364148,"{1, 12, 17, 20, 15, 10, 18, 5, 19, 13, 2, 6, 11, 3, 16, 4, 8, 14, 9, 7, 1}",3.364148,0.000000,0.044491
"{1, 5, 4, 10, 15, 7, 2, 9, 19, 11, 6, 16, 20, 14, 3, 18, 17, 12, 13, 8, 1}",4.220854,"{1, 2, 7, 15, 8, 13, 12, 17, 18, 3, 14, 20, 16, 6, 11, 19, 9, 10, 4, 5, 1}",4.306469,0.020284,0.044419
"{1, 6, 9, 3, 7, 16, 20, 8, 5, 13, 14, 17, 11, 12, 19, 18, 2, 10, 4, 15, 1}",3.744922,"{1, 15, 4, 10, 2, 18, 19, 12, 11, 17, 14, 13, 5, 8, 20, 16, 7, 3, 9, 6, 1}",3.744922,0.000000,0.043994
"{1, 5, 13, 7, 8, 17, 12, 2, 18, 4, 14, 16, 10, 3, 9, 6, 15, 20, 19, 11, 1}",3.897820,"{1, 5, 13, 7, 8, 17, 12, 14, 4, 9, 3, 16, 10, 15, 20, 19, 6, 11, 18, 2, 1}",4.172741,0.070532,0.043792
"{1, 10, 4, 13, 8, 11, 16, 12, 3, 9, 6, 15, 5, 2, 7, 14, 18, 19, 17, 20, 1}",3.448218,"{1, 20, 17, 19, 18, 14, 7, 2, 15, 6, 9, 3, 12, 11, 16, 5, 8, 13, 4, 10, 1}",3.736605,0.083634,0.043825
"{1, 4, 7, 2, 14, 13, 5, 12, 11, 8, 6, 19, 16, 15, 17, 18, 20, 9, 10, 3, 1}",3.726674,"{1, 4, 7, 2, 14, 13, 5, 12, 11, 8, 6, 19, 16, 15, 17, 18, 20, 9, 10, 3, 1}",3.726674,0.000000,0.043897
"{1, 10, 11, 12, 14, 2, 3, 6, 19, 8, 5, 16, 15, 17, 18, 20, 13, 4, 9, 7, 1}",3.473131,"{1, 11, 12, 14, 2, 3, 6, 19, 8, 5, 16, 15, 17, 18, 20, 13, 10, 4, 9, 7, 1}",3.653311,0.051878,0.043769
"{1, 16, 3, 5, 2, 8, 6, 11, 7, 9, 10, 15, 12, 20, 14, 18, 13, 4, 19, 17, 1}",3.254882,"{1, 16, 3, 5, 2, 8, 6, 11, 7, 9, 10, 15, 12, 20, 14, 18, 13, 4, 19, 17, 1}",3.254882,0.000000,0.044015
"{1, 2, 9, 12, 7, 14, 20, 18, 11, 13, 6, 4, 15, 10, 3, 19, 16, 8, 5, 17, 1}",3.869590,"{1, 17, 5, 8, 16, 19, 3, 10, 15, 4, 6, 13, 11, 18, 20, 14, 7, 12, 9, 2, 1}",3.869590,0.000000,0.043996
"{1, 12, 19, 20, 18, 15, 3, 10, 14, 13, 5, 2, 11, 9, 17, 8, 4, 16, 7, 6, 1}",3.957070,"{1, 12, 19, 20, 18, 15, 3, 10, 14, 13, 5, 2, 11, 9, 17, 8, 4, 16, 7, 6, 1}",3.957070,0.000000,0.043924
"{1, 5, 19, 4, 7, 20, 2, 12, 18, 16, 13, 10, 8, 6, 14, 11, 15, 17, 9, 3, 1}",3.851107,"{1, 11, 14, 6, 8, 10, 13, 16, 18, 12, 2, 20, 7, 4, 5, 19, 17, 9, 15, 3, 1}",3.853716,0.000677,0.043740
"{1, 4, 17, 16, 10, 11, 15, 14, 7, 20, 5, 18, 9, 12, 8, 3, 13, 2, 6, 19, 1}",4.070773,"{1, 4, 17, 16, 10, 11, 15, 14, 7, 20, 5, 18, 9, 12, 8, 3, 13, 2, 6, 19, 1}",4.070773,0.000000,0.043925
"{1, 19, 10, 18, 13, 4, 7, 20, 8, 3, 6, 14, 17, 2, 11, 12, 9, 5, 16, 15, 1}",3.968074,"{1, 15, 19, 16, 5, 9, 12, 11, 2, 17, 14, 6, 3, 8, 20, 7, 4, 13, 18, 10, 1}",4.056432,0.022267,0.044020
"{1, 17, 13, 4, 11, 2, 15, 16, 8, 18, 20, 14, 12, 19, 3, 9, 7, 5, 6, 10, 1}",3.912887,"{1, 17, 13, 4, 11, 2, 15, 16, 8, 18, 20, 10, 14, 12, 19, 3, 9, 7, 5, 6, 1}",4.243660,0.084534,0.043857
"{1, 12, 3, 14, 8, 7, 13, 15, 6, 10, 9, 11, 18, 20, 5, 17, 19, 2, 16, 4, 1}",3.556673,"{1, 12, 8, 7, 15, 6, 10, 9, 11, 18, 20, 5, 2, 19, 17, 13, 14, 3, 16, 4, 1}",3.790828,0.065835,0.044125
"{1, 3, 20, 19, 4, 15, 8, 17, 5, 11, 10, 9, 13, 2, 16, 6, 18, 7, 14, 12, 1}",4.017272,"{1, 3, 20, 19, 4, 15, 8, 11, 17, 5, 10, 9, 13, 2, 16, 6, 18, 7, 14, 12, 1}",4.057337,0.009973,0.043816
"{1, 2, 13, 10, 11, 9, 12, 5, 16, 20, 19, 6, 7, 18, 14, 3, 4, 15, 17, 8, 1}",4.021679,"{1, 8, 17, 18, 7, 6, 14, 3, 15, 4, 19, 20, 16, 5, 12, 9, 11, 10, 13, 2, 1}",4.183231,0.040170,0.043971
"{1, 19, 9, 6, 20, 15, 13, 2, 10, 8, 7, 17, 12, 4, 11, 18, 14, 5, 3, 16, 1}",3.891991,"{1, 16, 3, 5, 14, 18, 11, 4, 12, 17, 7, 8, 10, 2, 13, 15, 20, 6, 9, 19, 1}",3.891990,0.000000,0.043799
"{1, 11, 2, 14, 12, 17, 6, 15, 8, 19, 18, 4, 7, 3, 20, 10, 13, 5, 9, 16, 1}",4.248129,"{1, 11, 2, 8, 19, 14, 12, 17, 6, 15, 18, 4, 7, 3, 20, 10, 13, 5, 9, 16, 1}",4.361067,0.026585,0.043842
"{1, 8, 9, 4, 7, 16, 15, 10, 2, 12, 20, 3, 17, 14, 18, 11, 13, 19, 6, 5, 1}",3.559371,"{1, 6, 5, 8, 17, 3, 14, 11, 19, 13, 18, 20, 12, 2, 10, 15, 16, 7, 4, 9, 1}",3.829289,0.075833,0.043635
"{1, 2, 14, 8, 7, 18, 4, 9, 6, 12, 17, 10, 11, 16, 19, 5, 15, 3, 20, 13, 1}",3.688751,"{1, 2, 14, 8, 7, 11, 10, 18, 4, 9, 6, 12, 17, 16, 19, 5, 15, 3, 20, 13, 1}",3.688692,-0.000016,0.043827
"{1, 15, 2, 14, 19, 5, 9, 12, 4, 18, 20, 11, 3, 13, 17, 7, 6, 10, 16, 8, 1}",3.683281,"{1, 8, 16, 10, 6, 7, 17, 13, 3, 11, 20, 18, 4, 12, 9, 5, 19, 14, 2, 15, 1}",3.683281,0.000000,0.044616
"{1, 17, 7, 14, 6, 18, 20, 10, 15, 9, 5, 2, 4, 8, 12, 3, 13, 16, 11, 19, 1}",3.409040,"{1, 17, 7, 14, 6, 18, 20, 10, 15, 9, 5, 2, 4, 8, 12, 3, 13, 16, 11, 19, 1}",3.409040,0.000000,0.043826
"{1, 10, 15, 11, 17, 5, 6, 19, 14, 16, 13, 2, 3, 20, 18, 8, 4, 12, 9, 7, 1}",3.629464,"{1, 10, 15, 11, 17, 5, 6, 19, 14, 16, 7, 4, 8, 13, 2, 3, 20, 18, 12, 9, 1}",3.789664,0.044139,0.043949
"{1, 18, 2, 4, 12, 14, 6, 16, 13, 10, 3, 7, 20, 9, 5, 17, 15, 8, 11, 19, 1}",3.412088,"{1, 19, 11, 8, 15, 17, 5, 9, 20, 7, 3, 10, 13, 16, 6, 14, 12, 4, 2, 18, 1}",3.412088,0.000000,0.043898
"{1, 15, 16, 8, 2, 20, 11, 10, 9, 19, 7, 13, 12, 5, 17, 18, 6, 14, 4, 3, 1}",4.118274,"{1, 15, 3, 4, 5, 12, 17, 18, 7, 19, 13, 9, 10, 11, 20, 2, 16, 8, 6, 14, 1}",4.218899,0.024434,0.044145
"{1, 15, 11, 19, 2, 6, 17, 12, 9, 5, 10, 13, 16, 4, 20, 8, 14, 7, 3, 18, 1}",3.421236,"{1, 15, 11, 19, 2, 6, 17, 12, 9, 5, 10, 13, 16, 4, 20, 8, 14, 7, 3, 18, 1}",3.421236,0.000000,0.044059
"{1, 15, 12, 3, 14, 6, 13, 17, 4, 8, 16, 2, 18, 20, 11, 7, 5, 19, 10, 9, 1}",3.832784,"{1, 9, 10, 5, 7, 11, 20, 19, 14, 4, 8, 18, 2, 16, 17, 13, 6, 3, 12, 15, 1}",3.967535,0.035157,0.043945
"{1, 4, 13, 17, 11, 10, 19, 18, 7, 20, 3, 16, 12, 8, 15, 6, 9, 14, 2, 5, 1}",4.003606,"{1, 4, 17, 11, 10, 19, 18, 7, 20, 3, 16, 12, 8, 15, 13, 6, 9, 14, 2, 5, 1}",4.201345,0.049390,0.043572
"{1, 8, 14, 13, 9, 18, 15, 16, 3, 17, 12, 7, 5, 20, 11, 6, 19, 4, 2, 10, 1}",4.587413,"{1, 14, 13, 8, 12, 7, 9, 18, 15, 16, 3, 17, 20, 11, 5, 6, 19, 4, 2, 10, 1}",4.827070,0.052242,0.043848
"{1, 20, 14, 17, 5, 9, 18, 19, 3, 10, 4, 8, 16, 11, 6, 7, 15, 12, 13, 2, 1}",3.879464,"{1, 2, 15, 7, 6, 11, 16, 8, 4, 10, 3, 19, 18, 9, 5, 17, 13, 12, 14, 20, 1}",4.092211,0.054839,0.043832
"{1, 4, 3, 6, 7, 14, 19, 11, 8, 18, 2, 15, 17, 10, 9, 13, 12, 16, 5, 20, 1}",3.890019,"{1, 3, 4, 20, 5, 16, 12, 13, 9, 10, 17, 15, 2, 18, 11, 19, 14, 7, 6, 8, 1}",4.095548,0.052835,0.044042
"{1, 7, 15, 9, 10, 17, 20, 19, 11, 8, 3, 4, 5, 14, 16, 12, 13, 6, 2, 18, 1}",3.501821,"{1, 7, 15, 9, 10, 17, 20, 19, 11, 8, 3, 4, 5, 14, 16, 12, 13, 6, 2, 18, 1}",3.501821,0.000000,0.043829
"{1, 17, 10, 4, 15, 16, 20, 11, 9, 8, 14, 5, 3, 13, 12, 2, 18, 7, 19, 6, 1}",3.582204,"{1, 19, 7, 17, 10, 4, 15, 16, 20, 11, 9, 8, 14, 5, 3, 13, 12, 2, 18, 6, 1}",3.601494,0.005385,0.043929
"{1, 8, 3, 10, 14, 17, 9, 7, 11, 4, 20, 12, 16, 5, 2, 6, 19, 18, 13, 15, 1}",3.712009,"{1, 15, 13, 18, 19, 6, 2, 5, 11, 20, 4, 16, 12, 7, 9, 17, 14, 10, 3, 8, 1}",3.814586,0.027634,0.043822
"{1, 2, 3, 11, 12, 5, 8, 10, 16, 4, 17, 18, 7, 6, 9, 15, 14, 19, 13, 20, 1}",3.483890,"{1, 20, 15, 14, 13, 19, 9, 6, 7, 18, 17, 4, 16, 10, 8, 5, 12, 11, 3, 2, 1}",3.532784,0.014034,0.044124
"{1, 12, 9, 14, 20, 4, 5, 15, 19, 16, 17, 13, 18, 2, 6, 3, 8, 10, 7, 11, 1}",3.773158,"{1, 12, 9, 14, 4, 5, 20, 15, 19, 16, 17, 13, 18, 2, 6, 3, 8, 10, 7, 11, 1}",3.855472,0.021816,0.044192
"{1, 11, 10, 9, 4, 8, 5, 18, 3, 17, 7, 14, 19, 6, 2, 12, 20, 16, 13, 15, 1}",3.722047,"{1, 15, 13, 16, 20, 12, 2, 6, 19, 14, 7, 17, 10, 18, 3, 5, 8, 4, 9, 11, 1}",3.762601,0.010896,0.043971
"{1, 16, 7, 15, 11, 17, 6, 12, 4, 9, 10, 8, 3, 5, 13, 19, 2, 18, 14, 20, 1}",3.903461,"{1, 20, 14, 18, 2, 19, 13, 5, 3, 8, 10, 9, 4, 12, 6, 17, 11, 15, 7, 16, 1}",3.903460,0.000000,0.044070
"{1, 5, 3, 4, 15, 17, 6, 18, 2, 20, 14, 11, 13, 16, 7, 8, 19, 9, 10, 12, 1}",3.762551,"{1, 12, 10, 9, 19, 8, 7, 16, 13, 11, 14, 20, 2, 18, 6, 17, 15, 4, 3, 5, 1}",3.762551,0.000000,0.044269
"{1, 2, 15, 18, 20, 19, 9, 3, 14, 11, 5, 13, 17, 8, 4, 16, 7, 6, 12, 10, 1}",3.375647,"{1, 10, 12, 6, 7, 16, 4, 8, 13, 17, 5, 11, 14, 3, 9, 19, 20, 18, 15, 2, 1}",3.370507,-0.001523,0.044315
"{1, 16, 9, 14, 7, 15, 20, 4, 8, 19, 17, 2, 11, 6, 13, 5, 3, 18, 10, 12, 1}",3.900066,"{1, 12, 10, 18, 3, 5, 13, 6, 11, 2, 17, 19, 8, 4, 20, 15, 7, 14, 9, 16, 1}",3.900065,0.000000,0.043815
"{1, 20, 15, 3, 19, 13, 12, 18, 17, 11, 2, 9, 10, 5, 4, 16, 7, 8, 6, 14, 1}",3.746192,"{1, 14, 6, 8, 7, 16, 4, 5, 10, 9, 2, 11, 17, 18, 12, 13, 3, 19, 15, 20, 1}",3.742641,-0.000948,0.043858
"{1, 15, 18, 20, 14, 13, 16, 3, 12, 7, 10, 8, 4, 6, 5, 2, 19, 11, 9, 17, 1}",3.399220,"{1, 17, 9, 11, 19, 2, 5, 6, 4, 8, 10, 7, 12, 3, 16, 13, 14, 20, 18, 15, 1}",3.399220,0.000000,0.043880
"{1, 9, 5, 4, 20, 2, 14, 18, 7, 15, 11, 12, 19, 10, 13, 8, 17, 3, 16, 6, 1}",3.668986,"{1, 9, 5, 4, 20, 2, 14, 18, 7, 15, 11, 12, 19, 8, 13, 10, 6, 16, 17, 3, 1}",3.696620,0.007532,0.043965
"{1, 17, 11, 14, 6, 7, 5, 18, 2, 15, 3, 20, 12, 4, 16, 10, 19, 13, 8, 9, 1}",3.463928,"{1, 14, 17, 11, 6, 7, 5, 18, 2, 15, 3, 20, 12, 4, 16, 10, 19, 13, 8, 9, 1}",3.488890,0.007206,0.043888
"{1, 13, 4, 15, 2, 7, 3, 10, 20, 9, 18, 19, 11, 16, 8, 6, 17, 14, 5, 12, 1}",3.836545,"{1, 12, 5, 14, 17, 6, 8, 16, 11, 19, 18, 9, 20, 10, 3, 7, 13, 2, 15, 4, 1}",3.943347,0.027838,0.043915
"{1, 20, 2, 14, 13, 15, 10, 17, 4, 16, 9, 7, 3, 5, 18, 19, 12, 6, 8, 11, 1}",3.983047,"{1, 14, 13, 15, 10, 17, 9, 16, 4, 12, 7, 3, 5, 18, 19, 6, 8, 11, 20, 2, 1}",4.014105,0.007798,0.043588
"{1, 18, 6, 16, 5, 4, 2, 8, 12, 11, 3, 10, 14, 13, 7, 20, 15, 19, 17, 9, 1}",3.955158,"{1, 18, 6, 16, 5, 4, 2, 8, 12, 11, 3, 10, 14, 13, 7, 20, 15, 19, 17, 9, 1}",3.955158,0.000000,0.043915
"{1, 17, 18, 13, 5, 6, 19, 11, 3, 15, 4, 10, 8, 14, 12, 7, 2, 16, 20, 9, 1}",3.099762,"{1, 17, 18, 13, 5, 6, 19, 11, 3, 15, 4, 10, 8, 14, 12, 7, 2, 16, 20, 9, 1}",3.099762,0.000000,0.043805
"{1, 12, 4, 20, 6, 8, 13, 17, 5, 9, 3, 2, 10, 16, 14, 19, 7, 11, 15, 18, 1}",3.387470,"{1, 5, 9, 3, 8, 6, 13, 17, 4, 20, 12, 15, 7, 16, 14, 10, 2, 19, 11, 18, 1}",3.515342,0.037748,0.043906
"{1, 16, 19, 11, 17, 15, 6, 12, 2, 7, 14, 3, 4, 18, 10, 8, 13, 20, 9, 5, 1}",4.150749,"{1, 5, 20, 13, 8, 10, 9, 18, 4, 3, 14, 7, 2, 12, 17, 11, 15, 6, 16, 19, 1}",4.224401,0.017744,0.043995
"{1, 13, 20, 19, 7, 10, 15, 18, 9, 8, 2, 11, 4, 3, 12, 14, 6, 5, 17, 16, 1}",3.612379,"{1, 16, 17, 5, 14, 12, 3, 4, 6, 20, 19, 11, 2, 8, 15, 18, 9, 7, 10, 13, 1}",3.676538,0.017761,0.043942
"{1, 8, 2, 18, 4, 15, 16, 12, 3, 20, 17, 13, 5, 10, 9, 14, 11, 6, 7, 19, 1}",4.145512,"{1, 19, 8, 2, 18, 4, 15, 16, 17, 13, 5, 10, 9, 14, 11, 20, 3, 12, 6, 7, 1}",4.302855,0.037955,0.044383
