optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 14, 10, 18, 26, 4, 12, 19, 5, 9, 15, 28, 3, 7, 22, 27, 2, 21, 17, 20, 8, 6, 30, 24, 11, 25, 13, 16, 23, 29, 1}",4.186030,"{1, 10, 14, 18, 26, 4, 12, 19, 5, 9, 15, 28, 3, 7, 22, 27, 2, 21, 17, 20, 8, 6, 30, 24, 11, 25, 13, 16, 23, 29, 1}",4.193661,0.001823,0.059014
"{1, 24, 25, 9, 26, 19, 23, 15, 30, 7, 21, 11, 17, 4, 5, 3, 2, 29, 6, 14, 12, 10, 20, 22, 18, 27, 8, 13, 16, 28, 1}",4.469040,"{1, 25, 28, 16, 13, 8, 20, 22, 27, 18, 10, 12, 14, 6, 2, 29, 3, 5, 4, 17, 11, 21, 7, 30, 15, 23, 26, 19, 9, 24, 1}",4.629691,0.035947,0.058433
"{1, 21, 4, 29, 17, 2, 30, 20, 13, 11, 24, 8, 27, 22, 5, 23, 26, 3, 10, 28, 16, 19, 12, 6, 9, 25, 15, 14, 18, 7, 1}",4.481660,"{1, 7, 25, 15, 14, 18, 21, 4, 29, 17, 2, 30, 20, 13, 11, 24, 8, 27, 5, 28, 16, 19, 12, 6, 9, 10, 3, 26, 23, 22, 1}",4.882435,0.089426,0.058154
"{1, 22, 17, 10, 2, 12, 7, 11, 29, 14, 25, 30, 9, 4, 13, 26, 21, 8, 24, 16, 6, 19, 23, 15, 3, 5, 28, 18, 27, 20, 1}",5.392879,"{1, 20, 17, 10, 2, 12, 7, 11, 29, 25, 30, 9, 26, 21, 8, 24, 16, 23, 15, 3, 5, 28, 18, 27, 19, 6, 13, 4, 14, 22, 1}",5.536603,0.026651,0.059006
"{1, 27, 10, 6, 9, 4, 11, 23, 15, 28, 2, 5, 8, 12, 26, 24, 16, 25, 14, 3, 17, 29, 18, 21, 30, 20, 13, 22, 19, 7, 1}",4.222508,"{1, 27, 10, 6, 2, 28, 9, 4, 11, 15, 23, 12, 8, 5, 26, 24, 16, 25, 14, 3, 17, 29, 18, 21, 30, 20, 13, 22, 19, 7, 1}",4.402981,0.042741,0.060239
"{1, 15, 8, 6, 14, 23, 4, 9, 19, 27, 21, 17, 26, 12, 3, 20, 24, 25, 29, 22, 28, 7, 2, 16, 10, 13, 30, 11, 5, 18, 1}",3.705358,"{1, 18, 5, 11, 30, 13, 10, 16, 3, 20, 24, 25, 22, 7, 2, 28, 29, 19, 21, 27, 12, 26, 17, 4, 9, 23, 14, 6, 8, 15, 1}",4.153946,0.121065,0.057969
"{1, 16, 28, 15, 11, 23, 19, 8, 17, 3, 4, 6, 30, 18, 24, 12, 14, 7, 27, 29, 2, 26, 21, 10, 5, 13, 25, 9, 20, 22, 1}",4.602672,"{1, 16, 28, 15, 6, 4, 30, 24, 12, 13, 9, 25, 5, 10, 21, 26, 2, 29, 14, 27, 7, 18, 3, 17, 8, 19, 23, 11, 22, 20, 1}",5.095789,0.107137,0.058447
"{1, 15, 14, 29, 8, 4, 25, 20, 27, 16, 21, 5, 10, 9, 18, 17, 3, 24, 30, 13, 7, 19, 11, 28, 6, 12, 2, 23, 22, 26, 1}",4.586835,"{1, 26, 22, 23, 2, 12, 6, 28, 11, 7, 13, 19, 30, 24, 3, 17, 18, 9, 10, 5, 21, 16, 27, 20, 25, 4, 8, 29, 14, 15, 1}",4.640780,0.011761,0.057974
"{1, 11, 13, 14, 8, 2, 18, 27, 15, 19, 24, 12, 9, 7, 30, 16, 5, 3, 6, 20, 25, 4, 29, 26, 28, 21, 17, 22, 23, 10, 1}",4.814446,"{1, 11, 13, 14, 8, 2, 18, 27, 15, 19, 20, 24, 12, 9, 7, 30, 16, 5, 3, 6, 25, 4, 29, 26, 28, 21, 17, 22, 23, 10, 1}",4.860660,0.009599,0.058159
"{1, 5, 24, 15, 23, 9, 28, 3, 25, 12, 4, 17, 21, 7, 30, 11, 26, 20, 27, 6, 19, 2, 10, 13, 18, 14, 22, 16, 29, 8, 1}",4.881463,"{1, 22, 14, 18, 13, 10, 2, 19, 6, 27, 20, 26, 11, 30, 3, 25, 12, 4, 17, 21, 7, 8, 29, 16, 5, 28, 9, 23, 15, 24, 1}",5.333665,0.092637,0.057929
"{1, 20, 14, 17, 5, 11, 26, 24, 9, 23, 6, 8, 21, 28, 27, 18, 3, 4, 29, 30, 19, 15, 7, 22, 2, 25, 10, 16, 13, 12, 1}",4.251866,"{1, 12, 13, 16, 10, 25, 2, 22, 7, 15, 19, 30, 29, 4, 3, 18, 27, 28, 21, 6, 8, 23, 9, 24, 26, 11, 5, 17, 14, 20, 1}",4.249671,-0.000516,0.059138
"{1, 21, 10, 20, 14, 27, 17, 2, 11, 3, 24, 26, 22, 9, 12, 19, 29, 4, 18, 8, 5, 23, 16, 28, 6, 15, 7, 30, 25, 13, 1}",4.293348,"{1, 23, 5, 8, 18, 4, 29, 19, 12, 9, 22, 26, 24, 3, 11, 2, 17, 20, 10, 21, 14, 27, 7, 15, 6, 16, 28, 30, 25, 13, 1}",4.497038,0.047443,0.058180
"{1, 22, 4, 30, 25, 26, 21, 16, 17, 3, 8, 9, 12, 14, 6, 10, 19, 27, 28, 11, 20, 2, 7, 18, 29, 23, 5, 15, 13, 24, 1}",4.368179,"{1, 24, 13, 15, 23, 29, 18, 7, 2, 20, 11, 28, 27, 10, 6, 14, 5, 12, 9, 8, 19, 3, 17, 16, 21, 26, 25, 30, 4, 22, 1}",4.591686,0.051167,0.059000
"{1, 22, 11, 16, 17, 3, 19, 18, 9, 12, 6, 26, 4, 15, 2, 5, 8, 23, 28, 25, 10, 24, 20, 7, 14, 30, 27, 29, 21, 13, 1}",4.753319,"{1, 13, 21, 11, 29, 27, 30, 14, 7, 20, 24, 10, 25, 28, 23, 8, 15, 5, 2, 4, 26, 6, 9, 18, 19, 3, 17, 12, 16, 22, 1}",5.112508,0.075566,0.057914
"{1, 4, 17, 23, 13, 29, 30, 6, 8, 3, 14, 10, 26, 5, 25, 27, 12, 16, 21, 7, 18, 20, 22, 2, 24, 15, 11, 9, 19, 28, 1}",4.423046,"{1, 4, 28, 19, 24, 9, 11, 15, 7, 18, 22, 2, 20, 21, 16, 12, 27, 25, 5, 26, 10, 14, 3, 8, 6, 17, 30, 29, 13, 23, 1}",4.745045,0.072800,0.057960
"{1, 10, 21, 16, 4, 28, 30, 29, 25, 17, 18, 2, 23, 15, 9, 12, 14, 20, 13, 26, 19, 22, 8, 7, 5, 6, 3, 27, 24, 11, 1}",4.464354,"{1, 11, 15, 23, 2, 28, 4, 10, 21, 16, 30, 29, 25, 17, 18, 9, 12, 26, 14, 20, 13, 19, 22, 8, 7, 5, 6, 3, 27, 24, 1}",4.906883,0.099125,0.060274
"{1, 28, 14, 17, 25, 20, 11, 15, 21, 7, 6, 13, 23, 29, 8, 27, 26, 12, 19, 5, 18, 24, 2, 9, 10, 22, 30, 4, 16, 3, 1}",4.365171,"{1, 3, 16, 4, 30, 22, 10, 9, 2, 18, 24, 5, 19, 12, 26, 27, 8, 29, 23, 13, 6, 7, 21, 11, 15, 20, 25, 17, 14, 28, 1}",4.402813,0.008623,0.058837
"{1, 26, 12, 4, 16, 5, 14, 17, 7, 21, 29, 28, 18, 25, 10, 22, 20, 19, 30, 23, 8, 27, 2, 15, 13, 3, 9, 24, 11, 6, 1}",4.360949,"{1, 26, 12, 4, 16, 5, 14, 17, 7, 25, 18, 28, 21, 29, 27, 8, 23, 2, 15, 13, 3, 30, 19, 10, 22, 20, 9, 24, 11, 6, 1}",4.589043,0.052304,0.058096
"{1, 28, 24, 14, 25, 4, 22, 17, 19, 18, 16, 29, 26, 27, 8, 6, 3, 13, 20, 23, 11, 30, 12, 15, 2, 21, 9, 7, 10, 5, 1}",4.570863,"{1, 24, 14, 25, 4, 22, 17, 16, 19, 18, 29, 28, 26, 27, 8, 6, 3, 13, 20, 23, 11, 30, 12, 15, 2, 21, 9, 7, 10, 5, 1}",4.656288,0.018689,0.058029
"{1, 5, 6, 25, 12, 14, 2, 19, 24, 17, 8, 20, 15, 18, 7, 13, 11, 16, 4, 10, 22, 30, 29, 23, 3, 21, 27, 26, 9, 28, 1}",4.424549,"{1, 5, 6, 14, 2, 8, 15, 18, 7, 13, 11, 20, 17, 24, 19, 25, 12, 30, 22, 16, 4, 10, 29, 23, 3, 21, 27, 26, 9, 28, 1}",4.644392,0.049687,0.057855
"{1, 4, 13, 23, 19, 7, 14, 28, 2, 16, 9, 12, 21, 18, 27, 15, 3, 20, 30, 24, 25, 26, 22, 11, 10, 17, 5, 8, 29, 6, 1}",4.754684,"{1, 4, 13, 23, 19, 7, 14, 28, 2, 16, 20, 30, 3, 9, 12, 21, 18, 27, 15, 26, 24, 25, 22, 11, 10, 17, 5, 8, 29, 6, 1}",4.908616,0.032375,0.058954
"{1, 13, 15, 14, 29, 19, 11, 26, 20, 23, 10, 28, 2, 17, 7, 3, 18, 24, 16, 30, 9, 27, 5, 21, 25, 8, 12, 4, 6, 22, 1}",4.483078,"{1, 22, 6, 4, 8, 25, 21, 5, 27, 9, 30, 28, 2, 16, 24, 18, 3, 7, 17, 23, 20, 26, 11, 29, 19, 10, 12, 15, 14, 13, 1}",4.796550,0.069923,0.058509
"{1, 7, 12, 10, 11, 3, 13, 18, 2, 28, 9, 14, 4, 25, 23, 29, 30, 27, 26, 24, 20, 17, 15, 19, 8, 16, 21, 6, 22, 5, 1}",4.568686,"{1, 5, 7, 10, 28, 2, 18, 13, 3, 11, 22, 6, 21, 16, 8, 19, 15, 17, 20, 24, 26, 27, 30, 29, 23, 25, 4, 14, 9, 12, 1}",4.866025,0.065082,0.058008
"{1, 6, 26, 2, 28, 18, 3, 8, 5, 15, 22, 11, 24, 19, 14, 16, 9, 20, 12, 17, 7, 30, 4, 29, 13, 10, 23, 25, 21, 27, 1}",4.691849,"{1, 26, 8, 5, 22, 11, 15, 27, 21, 25, 23, 10, 13, 29, 4, 30, 7, 17, 12, 20, 9, 16, 14, 19, 24, 18, 28, 3, 2, 6, 1}",4.813386,0.025904,0.057885
"{1, 16, 5, 24, 29, 20, 10, 11, 3, 19, 28, 30, 27, 4, 18, 26, 12, 2, 25, 21, 14, 7, 6, 13, 17, 9, 23, 8, 15, 22, 1}",4.504650,"{1, 16, 5, 24, 29, 10, 20, 6, 7, 14, 11, 3, 19, 28, 30, 21, 25, 27, 4, 18, 26, 12, 2, 13, 17, 9, 23, 8, 15, 22, 1}",5.151385,0.143571,0.058041
"{1, 14, 21, 7, 17, 29, 20, 13, 16, 5, 8, 28, 6, 9, 4, 26, 10, 3, 18, 30, 23, 27, 12, 11, 2, 25, 19, 22, 15, 24, 1}",4.488230,"{1, 24, 11, 2, 25, 19, 22, 15, 10, 26, 3, 18, 30, 4, 9, 6, 28, 23, 27, 12, 8, 5, 16, 13, 20, 29, 17, 7, 21, 14, 1}",5.014617,0.117282,0.057976
"{1, 21, 23, 11, 8, 22, 9, 10, 18, 24, 20, 13, 19, 5, 26, 16, 17, 30, 25, 15, 12, 14, 27, 7, 4, 28, 6, 29, 2, 3, 1}",4.661385,"{1, 21, 20, 13, 24, 19, 5, 16, 26, 18, 10, 17, 30, 25, 15, 12, 14, 27, 7, 4, 22, 9, 8, 23, 11, 6, 28, 2, 29, 3, 1}",5.066971,0.087010,0.059305
"{1, 14, 17, 25, 8, 7, 2, 27, 12, 23, 29, 28, 20, 16, 13, 26, 9, 21, 19, 18, 4, 15, 24, 6, 10, 11, 30, 5, 22, 3, 1}",4.305615,"{1, 14, 3, 17, 25, 8, 7, 2, 27, 23, 12, 29, 20, 16, 28, 11, 30, 6, 10, 26, 13, 21, 9, 19, 18, 4, 15, 24, 5, 22, 1}",4.455957,0.034918,0.057900
"{1, 5, 2, 14, 12, 10, 15, 11, 22, 27, 23, 26, 25, 17, 24, 18, 13, 19, 7, 6, 9, 30, 20, 4, 28, 8, 21, 16, 29, 3, 1}",4.589788,"{1, 26, 25, 17, 24, 18, 13, 19, 7, 6, 9, 30, 20, 4, 28, 8, 21, 16, 14, 2, 12, 10, 15, 11, 22, 27, 23, 5, 29, 3, 1}",4.793714,0.044430,0.057714
"{1, 22, 14, 13, 24, 19, 21, 5, 30, 2, 12, 27, 3, 9, 23, 28, 4, 15, 17, 11, 18, 6, 10, 16, 7, 20, 26, 29, 25, 8, 1}",4.501881,"{1, 9, 22, 14, 13, 24, 19, 21, 5, 30, 2, 12, 27, 3, 28, 4, 15, 23, 17, 11, 18, 6, 10, 16, 7, 20, 26, 29, 25, 8, 1}",4.768238,0.059166,0.057941
"{1, 17, 20, 23, 13, 29, 9, 21, 27, 7, 6, 24, 22, 5, 11, 25, 3, 14, 26, 2, 28, 10, 16, 30, 4, 12, 8, 15, 18, 19, 1}",4.684140,"{1, 19, 18, 8, 12, 4, 30, 16, 26, 2, 28, 10, 22, 24, 6, 7, 5, 3, 14, 25, 11, 21, 27, 9, 29, 13, 23, 15, 20, 17, 1}",4.900449,0.046179,0.057892
"{1, 22, 21, 11, 26, 2, 7, 24, 5, 17, 8, 28, 23, 19, 14, 3, 18, 12, 29, 16, 15, 10, 27, 30, 25, 6, 13, 9, 20, 4, 1}",4.555132,"{1, 4, 20, 9, 13, 6, 27, 10, 30, 25, 16, 15, 3, 18, 12, 14, 19, 23, 28, 8, 17, 5, 24, 7, 29, 2, 26, 21, 22, 11, 1}",4.935017,0.083397,0.057849
"{1, 15, 18, 5, 25, 11, 4, 10, 21, 19, 14, 2, 30, 20, 6, 27, 23, 8, 29, 17, 16, 7, 28, 24, 22, 13, 3, 9, 12, 26, 1}",5.001122,"{1, 15, 18, 21, 19, 10, 4, 11, 25, 5, 3, 13, 22, 24, 28, 17, 29, 8, 23, 14, 2, 30, 20, 6, 27, 16, 7, 26, 12, 9, 1}",5.485041,0.096762,0.058628
"{1, 23, 20, 11, 28, 13, 18, 10, 17, 24, 3, 25, 30, 2, 26, 15, 5, 14, 29, 21, 6, 9, 12, 4, 22, 16, 27, 8, 19, 7, 1}",4.448962,"{1, 7, 19, 8, 27, 16, 22, 4, 12, 9, 6, 21, 29, 14, 5, 15, 3, 25, 26, 2, 30, 10, 18, 17, 24, 11, 13, 28, 20, 23, 1}",4.567091,0.026552,0.060214
"{1, 13, 20, 18, 30, 4, 3, 17, 19, 21, 6, 22, 2, 26, 5, 12, 10, 15, 9, 11, 8, 7, 14, 16, 29, 28, 23, 25, 24, 27, 1}",4.568964,"{1, 13, 20, 18, 3, 4, 30, 2, 19, 17, 21, 6, 22, 26, 5, 12, 10, 15, 9, 11, 7, 14, 16, 8, 28, 29, 25, 24, 23, 27, 1}",5.020844,0.098902,0.058130
"{1, 18, 20, 23, 10, 2, 7, 29, 16, 21, 14, 4, 26, 12, 13, 15, 24, 25, 6, 17, 30, 28, 3, 8, 22, 27, 9, 5, 19, 11, 1}",4.962469,"{1, 18, 20, 23, 10, 12, 26, 4, 14, 21, 16, 29, 7, 2, 13, 15, 24, 17, 25, 6, 30, 28, 3, 8, 22, 27, 5, 9, 19, 11, 1}",5.372082,0.082542,0.057965
"{1, 4, 14, 6, 12, 16, 20, 22, 30, 21, 2, 24, 18, 27, 28, 5, 25, 11, 9, 7, 13, 3, 17, 23, 29, 26, 8, 19, 10, 15, 1}",4.755670,"{1, 4, 14, 21, 30, 22, 20, 16, 12, 6, 19, 8, 26, 29, 23, 17, 10, 15, 3, 13, 11, 7, 9, 25, 5, 27, 18, 24, 2, 28, 1}",5.122745,0.077187,0.058994
"{1, 13, 8, 23, 30, 20, 25, 6, 9, 7, 2, 11, 3, 26, 27, 29, 4, 15, 24, 12, 17, 21, 10, 22, 19, 14, 5, 28, 18, 16, 1}",4.311145,"{1, 16, 18, 28, 5, 14, 19, 22, 10, 21, 17, 12, 24, 15, 4, 29, 27, 26, 3, 20, 25, 11, 2, 7, 9, 6, 30, 23, 8, 13, 1}",4.411706,0.023326,0.060601
"{1, 27, 13, 28, 24, 3, 4, 19, 22, 10, 11, 23, 25, 21, 18, 7, 16, 26, 30, 14, 9, 17, 29, 15, 20, 8, 6, 2, 12, 5, 1}",4.349359,"{1, 12, 2, 6, 8, 20, 15, 29, 17, 9, 14, 30, 26, 16, 7, 18, 21, 25, 23, 11, 10, 22, 19, 4, 24, 28, 3, 5, 13, 27, 1}",4.557425,0.047838,0.060688
"{1, 12, 27, 13, 21, 22, 23, 11, 28, 7, 30, 29, 24, 20, 17, 3, 9, 19, 25, 14, 2, 8, 5, 18, 26, 15, 16, 4, 10, 6, 1}",4.252573,"{1, 6, 10, 4, 16, 15, 26, 18, 5, 8, 2, 25, 19, 14, 9, 3, 17, 20, 24, 29, 30, 7, 28, 11, 23, 22, 21, 13, 27, 12, 1}",4.306403,0.012658,0.058598
"{1, 14, 3, 15, 19, 26, 9, 24, 18, 20, 10, 6, 12, 8, 30, 4, 28, 13, 7, 29, 21, 5, 11, 23, 27, 2, 25, 16, 17, 22, 1}",4.679706,"{1, 3, 15, 14, 18, 20, 10, 6, 24, 12, 9, 19, 26, 8, 30, 4, 28, 13, 7, 29, 21, 5, 11, 23, 27, 2, 25, 16, 17, 22, 1}",4.942117,0.056074,0.058694
"{1, 26, 7, 9, 3, 6, 4, 27, 29, 22, 30, 28, 19, 23, 17, 2, 15, 18, 16, 8, 10, 14, 20, 5, 12, 11, 13, 24, 21, 25, 1}",4.514152,"{1, 26, 4, 27, 28, 29, 22, 30, 23, 19, 17, 2, 15, 18, 16, 8, 10, 14, 20, 5, 12, 11, 13, 24, 21, 25, 7, 3, 6, 9, 1}",4.911839,0.088098,0.059233
"{1, 17, 18, 15, 7, 5, 4, 23, 8, 6, 12, 27, 29, 19, 16, 22, 11, 10, 9, 14, 13, 26, 30, 28, 2, 3, 24, 20, 21, 25, 1}",5.063801,"{1, 25, 21, 20, 3, 2, 28, 13, 30, 26, 14, 9, 10, 11, 22, 16, 19, 29, 27, 12, 6, 8, 23, 7, 4, 5, 15, 18, 17, 24, 1}",5.278235,0.042346,0.058781
"{1, 15, 18, 11, 7, 21, 4, 14, 5, 19, 6, 3, 9, 27, 17, 8, 24, 30, 28, 12, 20, 23, 25, 16, 22, 26, 10, 29, 2, 13, 1}",4.676489,"{1, 15, 18, 11, 7, 21, 4, 19, 14, 5, 6, 3, 9, 27, 17, 26, 8, 24, 30, 28, 12, 20, 23, 25, 16, 22, 10, 29, 2, 13, 1}",4.951676,0.058845,0.059707
"{1, 12, 9, 4, 26, 19, 20, 27, 8, 7, 21, 23, 25, 29, 15, 5, 13, 28, 2, 16, 30, 18, 11, 24, 14, 22, 17, 3, 6, 10, 1}",4.674055,"{1, 10, 6, 3, 17, 22, 14, 24, 11, 18, 2, 28, 13, 5, 15, 29, 25, 23, 21, 16, 7, 8, 27, 20, 19, 26, 4, 9, 12, 30, 1}",5.032902,0.076774,0.057999
"{1, 3, 9, 18, 21, 20, 4, 5, 15, 14, 24, 12, 27, 7, 25, 19, 10, 16, 17, 22, 28, 29, 23, 11, 8, 26, 2, 13, 6, 30, 1}",4.840425,"{1, 3, 9, 18, 6, 21, 20, 4, 5, 15, 14, 27, 12, 7, 25, 19, 24, 10, 16, 17, 22, 28, 29, 23, 11, 8, 26, 13, 2, 30, 1}",4.943872,0.021371,0.058678
"{1, 16, 12, 6, 2, 17, 22, 21, 27, 3, 13, 15, 14, 9, 18, 23, 19, 8, 7, 11, 26, 20, 30, 5, 25, 24, 10, 4, 28, 29, 1}",4.083609,"{1, 16, 12, 6, 22, 21, 27, 3, 17, 2, 10, 24, 25, 13, 15, 14, 9, 18, 23, 5, 30, 20, 19, 8, 26, 11, 7, 29, 28, 4, 1}",4.191467,0.026412,0.058390
"{1, 10, 2, 6, 11, 14, 27, 23, 30, 25, 7, 5, 24, 15, 3, 18, 20, 16, 8, 22, 4, 12, 17, 9, 28, 21, 26, 29, 13, 19, 1}",4.436045,"{1, 10, 2, 6, 11, 14, 27, 23, 30, 25, 7, 5, 24, 15, 3, 18, 20, 16, 8, 22, 4, 12, 17, 9, 28, 21, 26, 29, 13, 19, 1}",4.436045,0.000000,0.058378
"{1, 4, 30, 22, 29, 9, 3, 14, 18, 15, 24, 16, 7, 25, 20, 17, 23, 8, 21, 5, 27, 6, 26, 10, 19, 13, 11, 28, 2, 12, 1}",4.620953,"{1, 4, 19, 13, 11, 10, 26, 6, 5, 27, 28, 2, 12, 9, 3, 24, 23, 8, 21, 17, 20, 25, 7, 16, 15, 18, 14, 29, 22, 30, 1}",4.950244,0.071260,0.059559
"{1, 7, 3, 2, 9, 16, 29, 23, 15, 11, 24, 17, 22, 27, 13, 20, 12, 5, 10, 30, 25, 19, 28, 4, 21, 8, 26, 14, 6, 18, 1}",3.861037,"{1, 7, 3, 2, 9, 16, 15, 23, 29, 17, 11, 24, 22, 27, 13, 20, 12, 5, 10, 25, 19, 28, 4, 30, 21, 8, 26, 14, 6, 18, 1}",4.104162,0.062969,0.058163
"{1, 26, 30, 4, 29, 21, 8, 27, 25, 11, 15, 12, 2, 22, 18, 6, 14, 5, 3, 10, 16, 19, 23, 9, 7, 20, 24, 28, 17, 13, 1}",4.432163,"{1, 26, 30, 29, 21, 8, 27, 25, 11, 15, 12, 19, 16, 10, 2, 22, 18, 6, 14, 5, 3, 28, 17, 24, 20, 23, 9, 4, 7, 13, 1}",4.904585,0.106590,0.058475
"{1, 21, 13, 19, 11, 20, 4, 3, 27, 15, 25, 8, 16, 24, 23, 26, 18, 9, 30, 29, 22, 5, 2, 6, 10, 28, 7, 14, 17, 12, 1}",4.901499,"{1, 12, 17, 14, 28, 7, 10, 6, 2, 5, 22, 29, 30, 9, 18, 26, 23, 24, 16, 8, 15, 27, 3, 25, 4, 20, 11, 19, 13, 21, 1}",4.929136,0.005638,0.058950
"{1, 16, 23, 15, 14, 26, 17, 8, 27, 2, 29, 28, 11, 9, 30, 12, 22, 20, 4, 25, 21, 6, 24, 5, 19, 7, 13, 3, 10, 18, 1}",4.288289,"{1, 16, 23, 17, 8, 27, 2, 29, 9, 30, 12, 22, 21, 6, 24, 5, 19, 7, 25, 4, 20, 11, 28, 26, 14, 15, 13, 3, 10, 18, 1}",5.012099,0.168788,0.058297
"{1, 15, 19, 12, 21, 25, 5, 18, 30, 20, 4, 3, 6, 23, 9, 29, 27, 11, 17, 22, 16, 7, 10, 28, 2, 13, 14, 26, 24, 8, 1}",4.457798,"{1, 8, 24, 26, 14, 13, 28, 10, 7, 16, 22, 17, 11, 27, 2, 29, 9, 23, 5, 25, 21, 30, 18, 6, 3, 4, 20, 15, 12, 19, 1}",4.676798,0.049127,0.057873
"{1, 18, 3, 30, 21, 22, 5, 29, 26, 19, 25, 2, 17, 12, 16, 28, 13, 24, 8, 15, 14, 9, 27, 6, 23, 11, 7, 10, 4, 20, 1}",4.399852,"{1, 20, 10, 11, 7, 4, 3, 21, 30, 16, 28, 13, 24, 8, 27, 6, 23, 9, 14, 15, 12, 17, 2, 25, 19, 26, 29, 5, 22, 18, 1}",4.850102,0.102333,0.061585
"{1, 30, 7, 19, 4, 24, 25, 14, 22, 18, 13, 11, 26, 29, 3, 8, 23, 28, 2, 20, 27, 21, 10, 6, 15, 16, 17, 9, 12, 5, 1}",4.534596,"{1, 30, 7, 19, 13, 11, 4, 24, 25, 14, 22, 18, 26, 29, 3, 8, 23, 28, 2, 20, 27, 21, 10, 6, 15, 16, 17, 9, 12, 5, 1}",4.602209,0.014911,0.058912
"{1, 7, 15, 23, 16, 18, 24, 30, 5, 3, 8, 11, 6, 17, 29, 22, 13, 19, 20, 21, 27, 10, 14, 26, 2, 25, 4, 28, 12, 9, 1}",4.749714,"{1, 9, 25, 23, 16, 18, 24, 30, 5, 3, 8, 11, 6, 17, 29, 22, 13, 19, 20, 21, 27, 10, 14, 26, 2, 4, 28, 12, 7, 15, 1}",4.788949,0.008260,0.057996
"{1, 27, 21, 2, 29, 17, 3, 12, 6, 9, 14, 30, 26, 7, 23, 10, 4, 15, 16, 13, 24, 8, 18, 20, 22, 28, 25, 5, 19, 11, 1}",4.746011,"{1, 11, 19, 5, 25, 27, 21, 2, 29, 17, 23, 28, 22, 20, 18, 8, 24, 13, 16, 15, 4, 10, 7, 26, 30, 14, 9, 6, 12, 3, 1}",5.172363,0.089834,0.059138
"{1, 30, 28, 13, 2, 11, 19, 4, 22, 18, 8, 12, 24, 21, 17, 23, 16, 29, 15, 10, 7, 25, 27, 5, 9, 26, 6, 14, 3, 20, 1}",4.541563,"{1, 30, 28, 13, 2, 19, 4, 22, 18, 8, 12, 24, 21, 17, 23, 16, 29, 15, 10, 7, 25, 27, 5, 9, 26, 11, 6, 14, 3, 20, 1}",4.646246,0.023050,0.057946
"{1, 26, 16, 6, 18, 27, 22, 21, 24, 8, 2, 11, 3, 14, 9, 4, 17, 13, 19, 28, 12, 15, 29, 25, 10, 7, 20, 5, 30, 23, 1}",4.271563,"{1, 23, 30, 5, 20, 7, 10, 25, 29, 15, 12, 28, 19, 13, 17, 4, 9, 14, 3, 11, 2, 8, 24, 27, 18, 22, 21, 6, 16, 26, 1}",4.309839,0.008961,0.058019
"{1, 9, 22, 26, 28, 2, 29, 25, 5, 8, 7, 21, 24, 14, 30, 19, 6, 18, 15, 12, 11, 27, 3, 23, 13, 16, 17, 10, 4, 20, 1}",4.726669,"{1, 9, 22, 26, 28, 2, 29, 25, 5, 8, 7, 21, 24, 14, 19, 6, 18, 15, 12, 11, 27, 30, 3, 23, 13, 16, 17, 10, 20, 4, 1}",4.730424,0.000794,0.059431
"{1, 18, 30, 19, 17, 11, 2, 4, 23, 20, 12, 5, 26, 16, 14, 25, 29, 7, 28, 27, 15, 3, 6, 24, 22, 8, 10, 21, 13, 9, 1}",5.082892,"{1, 19, 2, 11, 17, 13, 9, 21, 10, 8, 22, 24, 15, 3, 6, 28, 7, 29, 25, 27, 5, 12, 26, 16, 14, 20, 23, 4, 30, 18, 1}",5.390375,0.060494,0.057849
"{1, 18, 3, 6, 19, 13, 5, 10, 15, 14, 8, 25, 20, 28, 7, 21, 24, 22, 26, 23, 30, 12, 9, 16, 29, 2, 4, 17, 27, 11, 1}",4.392321,"{1, 18, 19, 3, 6, 5, 10, 15, 14, 8, 25, 20, 28, 7, 24, 22, 21, 26, 23, 30, 12, 9, 16, 13, 29, 2, 4, 17, 27, 11, 1}",4.493052,0.022934,0.058256
"{1, 18, 17, 7, 12, 15, 30, 26, 20, 16, 13, 4, 24, 5, 8, 6, 25, 3, 10, 11, 21, 19, 27, 9, 28, 22, 23, 2, 29, 14, 1}",4.228343,"{1, 14, 29, 2, 23, 22, 28, 19, 21, 11, 10, 25, 3, 9, 27, 8, 6, 5, 24, 4, 13, 16, 20, 26, 30, 15, 12, 7, 17, 18, 1}",4.409437,0.042829,0.057985
"{1, 20, 6, 30, 14, 26, 18, 16, 23, 25, 21, 13, 17, 12, 10, 22, 19, 8, 7, 2, 24, 3, 28, 5, 29, 9, 4, 15, 27, 11, 1}",4.430870,"{1, 11, 20, 27, 15, 4, 9, 29, 7, 28, 5, 3, 2, 24, 6, 30, 14, 21, 13, 17, 12, 8, 19, 22, 10, 25, 23, 26, 18, 16, 1}",4.938889,0.114654,0.059974
"{1, 30, 18, 17, 11, 29, 15, 25, 21, 19, 14, 5, 22, 3, 13, 10, 12, 4, 27, 7, 9, 6, 26, 23, 16, 24, 20, 8, 2, 28, 1}",4.073331,"{1, 11, 17, 30, 18, 21, 19, 14, 5, 22, 3, 12, 4, 27, 7, 10, 13, 15, 25, 29, 6, 26, 9, 23, 16, 24, 20, 8, 2, 28, 1}",4.367123,0.072126,0.058062
