optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 27, 25, 17, 4, 20, 30, 14, 6, 21, 23, 18, 5, 11, 13, 19, 28, 15, 8, 12, 26, 7, 24, 22, 3, 10, 9, 16, 2, 29, 1}",4.188704,"{1, 2, 24, 7, 26, 22, 3, 10, 12, 8, 15, 28, 5, 11, 23, 18, 21, 6, 20, 4, 17, 30, 14, 25, 13, 19, 9, 16, 29, 27, 1}",4.883148,0.165790,0.058034
"{1, 27, 19, 18, 29, 21, 22, 25, 10, 28, 23, 9, 14, 15, 16, 24, 11, 2, 5, 26, 17, 12, 30, 20, 13, 3, 4, 7, 6, 8, 1}",4.649368,"{1, 12, 8, 6, 7, 4, 3, 13, 20, 11, 24, 16, 14, 15, 2, 5, 26, 30, 17, 25, 9, 23, 28, 10, 22, 21, 29, 18, 19, 27, 1}",5.382703,0.157728,0.058029
"{1, 21, 10, 14, 13, 23, 15, 4, 2, 12, 3, 24, 18, 5, 30, 9, 16, 17, 19, 8, 25, 20, 22, 7, 27, 26, 6, 11, 29, 28, 1}",4.188969,"{1, 4, 23, 15, 2, 12, 3, 24, 18, 5, 30, 9, 16, 17, 19, 8, 25, 20, 22, 7, 27, 26, 6, 11, 29, 28, 13, 14, 10, 21, 1}",4.349173,0.038244,0.058060
"{1, 23, 29, 22, 27, 14, 18, 13, 17, 10, 16, 24, 19, 7, 5, 25, 28, 2, 8, 4, 3, 9, 20, 21, 30, 6, 26, 12, 15, 11, 1}",4.706843,"{1, 23, 29, 22, 14, 13, 18, 27, 5, 25, 17, 10, 16, 24, 19, 7, 28, 2, 8, 4, 3, 9, 20, 21, 30, 6, 26, 12, 15, 11, 1}",4.912285,0.043647,0.057886
"{1, 13, 7, 3, 4, 18, 2, 25, 23, 17, 27, 5, 12, 24, 6, 14, 10, 21, 19, 30, 16, 8, 15, 9, 11, 26, 20, 22, 28, 29, 1}",4.929188,"{1, 29, 26, 11, 9, 15, 8, 16, 17, 23, 25, 27, 5, 12, 24, 6, 14, 10, 2, 3, 4, 18, 21, 19, 30, 20, 22, 28, 7, 13, 1}",5.507512,0.117326,0.058014
"{1, 6, 18, 13, 17, 25, 15, 8, 23, 30, 24, 29, 10, 5, 27, 9, 16, 3, 21, 28, 22, 19, 11, 2, 26, 7, 12, 20, 14, 4, 1}",4.095514,"{1, 4, 14, 20, 24, 26, 7, 12, 2, 11, 19, 29, 10, 22, 28, 21, 3, 5, 27, 9, 16, 30, 23, 8, 25, 15, 17, 13, 18, 6, 1}",4.412132,0.077308,0.059522
"{1, 24, 2, 14, 26, 20, 25, 17, 18, 11, 7, 12, 21, 4, 3, 23, 16, 5, 6, 9, 8, 28, 30, 10, 19, 27, 22, 29, 13, 15, 1}",4.405427,"{1, 13, 8, 28, 9, 30, 10, 5, 6, 16, 23, 3, 4, 21, 12, 7, 11, 18, 17, 25, 20, 26, 14, 2, 24, 22, 27, 19, 29, 15, 1}",4.634894,0.052088,0.058272
"{1, 11, 4, 3, 14, 18, 17, 24, 23, 7, 29, 8, 16, 27, 30, 2, 5, 19, 20, 6, 12, 21, 28, 22, 26, 25, 15, 10, 13, 9, 1}",4.078302,"{1, 9, 13, 10, 15, 25, 26, 22, 28, 21, 12, 6, 20, 19, 5, 2, 30, 27, 16, 8, 29, 7, 23, 24, 17, 18, 14, 3, 4, 11, 1}",4.078301,0.000000,0.060034
"{1, 12, 27, 18, 6, 13, 8, 22, 21, 5, 14, 20, 25, 16, 11, 26, 23, 3, 2, 24, 30, 7, 29, 10, 19, 9, 4, 15, 17, 28, 1}",4.772150,"{1, 12, 27, 18, 21, 22, 8, 13, 6, 30, 7, 24, 2, 26, 11, 5, 14, 20, 25, 16, 23, 3, 19, 10, 9, 29, 4, 15, 17, 28, 1}",5.085377,0.065636,0.058084
"{1, 28, 10, 13, 20, 25, 26, 16, 11, 18, 5, 2, 14, 12, 27, 21, 30, 4, 29, 17, 22, 19, 23, 8, 7, 9, 24, 6, 3, 15, 1}",4.349683,"{1, 28, 10, 13, 20, 25, 26, 16, 11, 18, 14, 12, 27, 21, 30, 4, 2, 5, 3, 6, 29, 17, 22, 19, 23, 8, 7, 9, 24, 15, 1}",4.557472,0.047771,0.060092
"{1, 19, 12, 27, 26, 15, 4, 21, 29, 22, 7, 10, 20, 6, 23, 8, 16, 14, 5, 30, 25, 24, 9, 2, 11, 3, 13, 17, 18, 28, 1}",4.683758,"{1, 15, 22, 7, 10, 20, 23, 6, 18, 17, 13, 3, 11, 2, 9, 24, 25, 30, 5, 8, 14, 16, 29, 21, 4, 26, 27, 12, 19, 28, 1}",5.126506,0.094528,0.058888
"{1, 23, 25, 18, 13, 3, 10, 4, 11, 7, 14, 21, 15, 2, 8, 27, 5, 22, 12, 9, 28, 16, 6, 19, 24, 20, 29, 26, 17, 30, 1}",4.557496,"{1, 25, 18, 23, 7, 11, 4, 3, 10, 14, 21, 13, 15, 2, 8, 27, 5, 22, 12, 9, 28, 16, 24, 20, 6, 19, 30, 17, 29, 26, 1}",4.815392,0.056587,0.059083
"{1, 13, 2, 16, 3, 21, 18, 8, 14, 25, 6, 11, 4, 5, 19, 26, 23, 27, 22, 15, 20, 24, 7, 30, 10, 29, 28, 17, 12, 9, 1}",3.765460,"{1, 13, 2, 16, 3, 21, 8, 25, 6, 11, 4, 5, 19, 26, 23, 27, 22, 15, 20, 24, 7, 30, 10, 29, 14, 28, 17, 12, 9, 18, 1}",3.995546,0.061104,0.058183
"{1, 4, 17, 13, 5, 24, 14, 16, 21, 12, 29, 19, 11, 25, 23, 9, 7, 8, 22, 2, 30, 28, 18, 15, 26, 3, 20, 6, 27, 10, 1}",5.150196,"{1, 10, 27, 6, 20, 3, 26, 30, 28, 18, 15, 14, 16, 21, 12, 29, 24, 5, 19, 25, 11, 9, 7, 8, 2, 22, 23, 17, 13, 4, 1}",5.555376,0.078673,0.058169
"{1, 16, 7, 13, 8, 29, 4, 15, 20, 21, 23, 5, 18, 10, 17, 6, 24, 26, 9, 25, 22, 14, 12, 19, 11, 30, 3, 2, 28, 27, 1}",4.567503,"{1, 27, 28, 2, 3, 30, 20, 21, 23, 5, 18, 14, 12, 19, 11, 22, 25, 9, 26, 24, 6, 17, 10, 29, 8, 15, 4, 13, 7, 16, 1}",5.426104,0.187980,0.057907
"{1, 2, 10, 16, 4, 26, 8, 23, 18, 22, 21, 20, 3, 7, 30, 14, 17, 12, 29, 5, 11, 15, 19, 13, 27, 9, 6, 24, 25, 28, 1}",4.742107,"{1, 2, 10, 16, 25, 24, 4, 26, 8, 23, 18, 22, 7, 3, 20, 21, 29, 12, 14, 17, 5, 11, 15, 19, 13, 9, 30, 6, 27, 28, 1}",5.069890,0.069122,0.058535
"{1, 2, 27, 22, 12, 5, 6, 21, 7, 18, 19, 4, 25, 24, 11, 8, 17, 15, 13, 28, 10, 26, 23, 16, 3, 20, 14, 9, 30, 29, 1}",4.286743,"{1, 29, 30, 9, 14, 20, 3, 16, 23, 26, 10, 28, 13, 15, 17, 8, 11, 24, 25, 4, 19, 18, 7, 21, 6, 5, 12, 22, 27, 2, 1}",4.286742,0.000000,0.057923
"{1, 26, 22, 5, 4, 2, 6, 8, 13, 17, 18, 12, 29, 23, 28, 7, 14, 21, 16, 20, 24, 3, 10, 9, 15, 11, 30, 27, 19, 25, 1}",4.477583,"{1, 6, 8, 13, 17, 18, 12, 29, 23, 28, 21, 14, 7, 15, 11, 9, 10, 3, 24, 20, 16, 19, 27, 30, 4, 2, 5, 22, 26, 25, 1}",4.693681,0.048262,0.058045
"{1, 3, 18, 7, 26, 29, 11, 12, 9, 27, 23, 22, 19, 28, 2, 10, 17, 21, 15, 16, 8, 25, 20, 24, 5, 14, 4, 13, 30, 6, 1}",4.774390,"{1, 6, 30, 13, 4, 14, 5, 24, 20, 25, 8, 16, 15, 21, 17, 10, 2, 28, 19, 22, 23, 27, 9, 12, 11, 29, 26, 7, 18, 3, 1}",4.774390,0.000000,0.059938
"{1, 25, 20, 16, 19, 4, 18, 29, 17, 23, 24, 8, 22, 6, 27, 11, 2, 3, 12, 5, 21, 7, 15, 26, 9, 30, 14, 13, 10, 28, 1}",4.385099,"{1, 28, 10, 13, 14, 30, 9, 26, 15, 4, 19, 16, 29, 18, 7, 21, 5, 12, 11, 3, 2, 27, 6, 17, 23, 22, 8, 24, 20, 25, 1}",4.499225,0.026026,0.058170
"{1, 2, 25, 21, 15, 16, 29, 4, 17, 14, 30, 20, 13, 19, 12, 27, 10, 22, 9, 28, 18, 8, 3, 26, 5, 11, 7, 6, 23, 24, 1}",4.473506,"{1, 24, 23, 6, 5, 26, 11, 7, 3, 8, 18, 28, 9, 22, 10, 27, 12, 19, 13, 20, 30, 14, 17, 4, 29, 16, 15, 21, 25, 2, 1}",4.488166,0.003277,0.059307
"{1, 3, 29, 21, 24, 9, 28, 26, 10, 25, 12, 6, 20, 27, 18, 19, 11, 13, 4, 30, 16, 2, 22, 15, 14, 23, 7, 8, 17, 5, 1}",4.717969,"{1, 5, 17, 8, 7, 29, 21, 24, 9, 28, 26, 23, 10, 25, 12, 6, 20, 27, 14, 18, 19, 11, 13, 4, 15, 22, 30, 2, 16, 3, 1}",5.095408,0.080000,0.058851
"{1, 10, 23, 4, 14, 13, 9, 3, 29, 26, 5, 25, 28, 30, 12, 22, 18, 27, 21, 11, 19, 24, 16, 15, 8, 6, 2, 17, 20, 7, 1}",4.634576,"{1, 7, 20, 17, 2, 6, 8, 15, 16, 24, 19, 11, 21, 27, 18, 22, 30, 12, 5, 26, 25, 28, 9, 3, 29, 14, 4, 13, 23, 10, 1}",4.864527,0.049616,0.058141
"{1, 26, 13, 30, 12, 24, 22, 3, 21, 2, 16, 28, 8, 29, 17, 4, 27, 11, 20, 23, 10, 25, 6, 15, 19, 9, 18, 5, 7, 14, 1}",4.884180,"{1, 14, 7, 5, 19, 9, 18, 25, 15, 6, 10, 24, 12, 22, 8, 23, 20, 11, 27, 4, 17, 29, 28, 16, 2, 21, 3, 30, 13, 26, 1}",5.211191,0.066953,0.058030
"{1, 17, 20, 19, 11, 9, 12, 24, 23, 22, 6, 8, 30, 13, 18, 25, 15, 4, 16, 7, 28, 29, 27, 26, 14, 5, 3, 2, 21, 10, 1}",3.864682,"{1, 17, 20, 19, 11, 9, 12, 24, 23, 30, 8, 13, 18, 15, 4, 25, 7, 16, 29, 28, 27, 26, 14, 5, 3, 2, 21, 10, 6, 22, 1}",4.069526,0.053004,0.059926
"{1, 25, 24, 7, 23, 3, 21, 30, 6, 12, 14, 20, 19, 9, 5, 22, 26, 8, 13, 4, 29, 28, 17, 15, 10, 16, 11, 27, 18, 2, 1}",4.588638,"{1, 2, 18, 27, 16, 10, 11, 17, 28, 15, 29, 4, 13, 8, 26, 22, 5, 9, 19, 20, 14, 12, 6, 30, 21, 3, 23, 7, 24, 25, 1}",4.649957,0.013363,0.058407
"{1, 5, 7, 10, 14, 22, 23, 17, 19, 4, 16, 3, 24, 25, 6, 12, 15, 26, 20, 2, 28, 29, 13, 18, 9, 21, 8, 11, 27, 30, 1}",4.801424,"{1, 30, 27, 28, 2, 20, 26, 15, 29, 13, 18, 24, 12, 6, 25, 3, 16, 4, 19, 17, 23, 22, 14, 10, 7, 5, 8, 21, 9, 11, 1}",5.123827,0.067147,0.058407
"{1, 8, 7, 28, 18, 6, 11, 25, 5, 4, 26, 13, 24, 20, 23, 15, 29, 21, 27, 3, 30, 17, 16, 2, 12, 22, 14, 10, 9, 19, 1}",4.110847,"{1, 8, 7, 28, 18, 6, 11, 25, 5, 4, 26, 14, 13, 24, 30, 20, 23, 15, 29, 21, 27, 3, 17, 16, 2, 12, 22, 10, 9, 19, 1}",4.403952,0.071300,0.059851
"{1, 6, 18, 27, 22, 25, 21, 17, 23, 24, 8, 11, 5, 14, 26, 29, 19, 3, 2, 30, 4, 20, 28, 7, 13, 10, 12, 9, 15, 16, 1}",4.393844,"{1, 6, 18, 27, 22, 25, 21, 17, 23, 24, 8, 11, 5, 14, 26, 20, 4, 28, 7, 13, 10, 9, 12, 30, 2, 3, 29, 19, 15, 16, 1}",4.457259,0.014433,0.059121
"{1, 15, 16, 8, 30, 6, 9, 2, 18, 21, 14, 12, 17, 5, 20, 29, 25, 4, 27, 24, 23, 10, 3, 7, 28, 11, 19, 13, 22, 26, 1}",4.727300,"{1, 26, 22, 13, 19, 11, 28, 7, 3, 10, 23, 24, 27, 4, 25, 29, 20, 5, 17, 12, 14, 18, 2, 9, 6, 30, 8, 16, 21, 15, 1}",4.895028,0.035481,0.057853
"{1, 5, 19, 23, 29, 6, 2, 21, 26, 10, 15, 8, 12, 11, 24, 7, 13, 20, 27, 17, 9, 3, 28, 22, 25, 16, 14, 4, 30, 18, 1}",4.434817,"{1, 18, 30, 4, 14, 16, 25, 27, 20, 13, 7, 12, 11, 24, 17, 9, 3, 28, 22, 21, 15, 8, 10, 26, 2, 6, 29, 23, 19, 5, 1}",4.732500,0.067124,0.058107
"{1, 2, 7, 23, 18, 6, 5, 19, 4, 24, 11, 17, 8, 30, 26, 21, 27, 22, 20, 15, 29, 12, 14, 16, 9, 3, 10, 28, 13, 25, 1}",4.591582,"{1, 2, 7, 23, 18, 6, 5, 19, 4, 11, 17, 21, 27, 26, 30, 8, 24, 29, 12, 22, 20, 15, 14, 16, 9, 10, 28, 3, 13, 25, 1}",4.971208,0.082679,0.060388
"{1, 9, 15, 5, 17, 27, 6, 23, 12, 13, 10, 29, 18, 8, 28, 30, 19, 21, 22, 24, 16, 20, 7, 4, 11, 3, 14, 25, 2, 26, 1}",3.968671,"{1, 9, 15, 5, 18, 8, 28, 10, 29, 13, 12, 6, 23, 30, 19, 21, 22, 24, 16, 20, 7, 3, 11, 4, 27, 17, 14, 25, 2, 26, 1}",4.363358,0.099451,0.058439
"{1, 27, 29, 8, 21, 23, 9, 13, 25, 6, 10, 7, 3, 26, 14, 2, 4, 19, 20, 5, 11, 18, 12, 22, 30, 17, 15, 28, 24, 16, 1}",4.457939,"{1, 16, 24, 28, 17, 30, 15, 18, 22, 12, 11, 5, 19, 4, 20, 2, 14, 26, 3, 7, 10, 6, 25, 13, 9, 23, 21, 8, 29, 27, 1}",4.521179,0.014186,0.058244
"{1, 26, 6, 28, 18, 2, 3, 25, 4, 23, 30, 9, 21, 13, 29, 5, 7, 27, 8, 11, 14, 19, 24, 10, 15, 16, 20, 12, 17, 22, 1}",4.478644,"{1, 9, 21, 22, 17, 12, 20, 16, 15, 13, 29, 10, 24, 19, 14, 11, 8, 27, 7, 5, 30, 23, 4, 25, 2, 3, 18, 28, 6, 26, 1}",4.866846,0.086678,0.058528
"{1, 4, 6, 3, 25, 19, 30, 11, 26, 17, 14, 15, 22, 2, 9, 20, 16, 5, 10, 29, 8, 12, 21, 27, 13, 18, 7, 23, 28, 24, 1}",4.547560,"{1, 4, 6, 3, 25, 9, 2, 19, 30, 11, 26, 17, 14, 15, 22, 20, 16, 5, 10, 29, 8, 12, 21, 27, 13, 18, 7, 23, 28, 24, 1}",4.710827,0.035902,0.058151
"{1, 12, 24, 15, 13, 29, 26, 27, 23, 28, 9, 18, 20, 3, 21, 6, 4, 2, 5, 25, 30, 7, 8, 17, 10, 19, 16, 11, 22, 14, 1}",4.782791,"{1, 14, 22, 11, 19, 8, 17, 7, 30, 10, 5, 25, 2, 4, 6, 21, 3, 20, 18, 9, 28, 23, 27, 26, 29, 16, 12, 13, 15, 24, 1}",5.058990,0.057749,0.058431
"{1, 10, 26, 12, 2, 11, 17, 18, 13, 20, 4, 6, 19, 27, 14, 9, 28, 23, 16, 5, 8, 7, 24, 3, 25, 22, 29, 21, 15, 30, 1}",4.861534,"{1, 10, 26, 18, 17, 11, 2, 12, 13, 20, 4, 19, 27, 6, 9, 14, 28, 23, 16, 5, 8, 7, 3, 21, 29, 25, 22, 24, 30, 15, 1}",5.244223,0.078718,0.058017
"{1, 3, 16, 8, 10, 17, 7, 5, 9, 19, 26, 30, 13, 27, 18, 28, 24, 14, 29, 11, 21, 15, 22, 2, 25, 6, 4, 20, 12, 23, 1}",4.661665,"{1, 23, 3, 24, 28, 18, 27, 13, 30, 26, 19, 9, 5, 7, 17, 10, 16, 8, 20, 4, 6, 25, 2, 22, 15, 21, 29, 14, 11, 12, 1}",4.841854,0.038653,0.058155
"{1, 27, 26, 8, 30, 9, 18, 2, 21, 17, 15, 11, 7, 3, 20, 29, 5, 4, 13, 22, 19, 14, 6, 24, 12, 16, 25, 28, 10, 23, 1}",4.922210,"{1, 26, 27, 8, 30, 9, 18, 2, 21, 15, 17, 7, 11, 12, 16, 24, 6, 14, 19, 22, 13, 4, 5, 29, 20, 3, 25, 28, 10, 23, 1}",5.241576,0.064883,0.058836
"{1, 12, 6, 20, 5, 3, 10, 14, 28, 27, 19, 13, 11, 24, 23, 18, 30, 8, 7, 29, 17, 9, 25, 2, 15, 16, 22, 26, 21, 4, 1}",4.206750,"{1, 4, 21, 6, 20, 22, 26, 16, 15, 2, 25, 9, 17, 29, 7, 8, 30, 18, 11, 23, 24, 13, 19, 27, 28, 14, 10, 3, 5, 12, 1}",4.287319,0.019152,0.060337
"{1, 28, 19, 16, 5, 17, 7, 24, 21, 15, 14, 30, 26, 6, 23, 9, 3, 22, 20, 8, 10, 4, 18, 25, 2, 12, 27, 29, 13, 11, 1}",4.958392,"{1, 28, 19, 16, 5, 17, 7, 24, 21, 15, 14, 30, 26, 10, 8, 6, 23, 9, 3, 22, 20, 4, 18, 2, 12, 27, 29, 13, 25, 11, 1}",5.160847,0.040831,0.058117
"{1, 28, 14, 2, 27, 20, 24, 9, 16, 13, 6, 5, 26, 4, 8, 29, 12, 25, 30, 11, 15, 19, 3, 21, 22, 10, 17, 23, 18, 7, 1}",5.096196,"{1, 7, 28, 4, 5, 26, 29, 8, 12, 25, 30, 11, 15, 19, 3, 21, 22, 10, 17, 18, 23, 20, 24, 13, 6, 16, 9, 27, 2, 14, 1}",5.850878,0.148087,0.058350
"{1, 16, 7, 18, 25, 14, 21, 4, 8, 26, 2, 6, 5, 29, 11, 17, 3, 20, 9, 15, 30, 27, 23, 24, 28, 10, 19, 22, 13, 12, 1}",4.749268,"{1, 12, 13, 22, 19, 10, 28, 24, 23, 11, 29, 5, 6, 2, 26, 8, 17, 27, 30, 15, 9, 20, 3, 4, 21, 14, 25, 18, 7, 16, 1}",4.960125,0.044398,0.057811
"{1, 3, 16, 9, 29, 5, 24, 13, 7, 27, 18, 25, 11, 10, 28, 6, 22, 21, 20, 14, 19, 26, 17, 12, 23, 15, 30, 2, 8, 4, 1}",4.432927,"{1, 30, 15, 2, 8, 4, 18, 25, 11, 10, 28, 6, 12, 23, 17, 26, 14, 19, 20, 21, 22, 13, 7, 27, 24, 5, 29, 9, 16, 3, 1}",4.771834,0.076452,0.057928
"{1, 20, 4, 10, 25, 26, 18, 14, 2, 12, 9, 13, 7, 3, 15, 19, 30, 6, 28, 27, 8, 11, 22, 23, 24, 21, 29, 17, 5, 16, 1}",4.364449,"{1, 16, 5, 20, 4, 10, 25, 26, 18, 14, 2, 12, 13, 9, 15, 3, 7, 22, 23, 24, 21, 11, 8, 27, 30, 19, 6, 28, 29, 17, 1}",4.851175,0.111521,0.057763
"{1, 10, 21, 2, 30, 26, 19, 25, 11, 8, 22, 18, 7, 28, 9, 6, 5, 14, 16, 12, 15, 29, 27, 13, 3, 24, 4, 23, 17, 20, 1}",4.970190,"{1, 17, 20, 19, 26, 25, 11, 8, 22, 18, 7, 28, 9, 6, 5, 14, 16, 12, 15, 29, 27, 13, 3, 24, 4, 23, 10, 21, 2, 30, 1}",5.306045,0.067574,0.058357
"{1, 26, 6, 29, 2, 8, 14, 20, 25, 18, 5, 3, 21, 10, 24, 27, 17, 16, 11, 7, 23, 30, 19, 22, 9, 28, 13, 12, 4, 15, 1}",4.853435,"{1, 15, 4, 12, 13, 28, 9, 22, 19, 30, 23, 7, 29, 2, 27, 17, 16, 11, 6, 8, 14, 20, 25, 5, 18, 3, 21, 10, 24, 26, 1}",5.609104,0.155698,0.058237
"{1, 22, 5, 23, 14, 28, 11, 13, 26, 3, 18, 20, 17, 6, 15, 8, 29, 27, 2, 16, 24, 30, 19, 10, 25, 7, 12, 21, 9, 4, 1}",4.882214,"{1, 22, 29, 27, 15, 6, 17, 20, 18, 3, 8, 26, 13, 11, 28, 14, 23, 5, 4, 9, 21, 12, 7, 25, 10, 19, 30, 24, 16, 2, 1}",5.137377,0.052264,0.058282
"{1, 20, 4, 3, 8, 27, 11, 30, 9, 21, 24, 29, 22, 10, 17, 2, 23, 7, 19, 5, 16, 13, 12, 28, 14, 15, 6, 26, 18, 25, 1}",4.274001,"{1, 25, 20, 4, 9, 30, 11, 27, 8, 3, 28, 6, 26, 15, 14, 13, 12, 16, 5, 19, 7, 23, 2, 17, 18, 10, 22, 29, 24, 21, 1}",4.643659,0.086490,0.058274
"{1, 21, 9, 26, 16, 24, 7, 20, 25, 30, 19, 22, 11, 27, 4, 2, 3, 12, 23, 28, 18, 14, 5, 29, 6, 17, 10, 8, 13, 15, 1}",4.314336,"{1, 21, 9, 18, 26, 16, 24, 7, 20, 25, 30, 19, 22, 11, 27, 4, 2, 3, 12, 23, 28, 29, 6, 17, 5, 14, 13, 10, 8, 15, 1}",4.508212,0.044938,0.057793
"{1, 12, 8, 26, 21, 17, 3, 22, 10, 16, 13, 4, 7, 11, 23, 6, 14, 29, 15, 30, 27, 2, 20, 18, 9, 24, 28, 25, 19, 5, 1}",4.823965,"{1, 12, 24, 9, 18, 20, 2, 27, 30, 15, 29, 14, 23, 11, 6, 7, 8, 4, 13, 16, 10, 22, 3, 17, 21, 26, 5, 19, 25, 28, 1}",4.964224,0.029076,0.057983
"{1, 17, 22, 21, 8, 28, 3, 27, 24, 11, 12, 6, 4, 5, 19, 7, 16, 25, 14, 9, 15, 30, 2, 18, 20, 13, 29, 23, 10, 26, 1}",4.347302,"{1, 26, 10, 23, 29, 13, 20, 18, 2, 30, 15, 9, 14, 16, 7, 19, 25, 5, 4, 6, 12, 11, 28, 24, 27, 3, 8, 21, 22, 17, 1}",4.507489,0.036848,0.060076
"{1, 14, 29, 30, 22, 19, 4, 5, 21, 27, 23, 8, 3, 12, 7, 25, 2, 20, 10, 24, 26, 6, 16, 13, 15, 18, 11, 28, 17, 9, 1}",4.478887,"{1, 14, 29, 30, 22, 19, 4, 5, 21, 27, 25, 2, 12, 7, 23, 8, 3, 10, 20, 24, 26, 6, 16, 13, 15, 18, 11, 28, 17, 9, 1}",4.732301,0.056580,0.059352
"{1, 5, 14, 2, 20, 6, 27, 7, 18, 28, 19, 17, 24, 29, 22, 13, 26, 4, 3, 8, 15, 25, 21, 30, 9, 12, 16, 23, 10, 11, 1}",4.690954,"{1, 5, 14, 2, 20, 6, 27, 18, 28, 7, 22, 13, 26, 4, 3, 29, 19, 17, 24, 21, 30, 25, 8, 15, 9, 12, 16, 23, 10, 11, 1}",4.798386,0.022902,0.057948
"{1, 25, 19, 14, 8, 27, 3, 30, 10, 13, 29, 2, 17, 21, 26, 5, 18, 6, 15, 28, 11, 20, 23, 24, 16, 7, 4, 22, 9, 12, 1}",4.631590,"{1, 25, 19, 14, 8, 27, 3, 30, 10, 13, 29, 2, 21, 26, 17, 5, 18, 15, 6, 23, 20, 11, 28, 12, 22, 7, 24, 16, 4, 9, 1}",4.820996,0.040894,0.058803
"{1, 13, 6, 19, 17, 18, 25, 30, 14, 9, 16, 2, 22, 3, 29, 20, 4, 27, 10, 8, 21, 23, 5, 28, 24, 12, 11, 15, 7, 26, 1}",4.315157,"{1, 26, 11, 12, 28, 5, 10, 27, 4, 20, 29, 3, 22, 2, 16, 9, 14, 30, 25, 18, 17, 19, 6, 13, 8, 21, 23, 24, 15, 7, 1}",4.478556,0.037866,0.058439
"{1, 8, 28, 2, 29, 13, 16, 15, 3, 22, 5, 23, 12, 21, 10, 20, 27, 11, 9, 4, 26, 19, 25, 24, 17, 7, 18, 14, 30, 6, 1}",4.432127,"{1, 8, 15, 3, 21, 12, 5, 22, 23, 20, 10, 27, 11, 14, 9, 4, 26, 19, 25, 24, 17, 7, 18, 30, 6, 28, 2, 29, 13, 16, 1}",4.776757,0.077757,0.058187
"{1, 23, 12, 16, 10, 6, 9, 26, 7, 22, 18, 11, 15, 3, 2, 20, 5, 28, 4, 19, 24, 25, 29, 21, 30, 14, 17, 13, 27, 8, 1}",4.463706,"{1, 8, 13, 27, 12, 16, 17, 22, 18, 5, 24, 25, 29, 14, 30, 21, 19, 4, 28, 20, 2, 3, 15, 11, 7, 26, 9, 6, 10, 23, 1}",4.797122,0.074695,0.058214
"{1, 24, 22, 12, 11, 17, 2, 28, 7, 23, 21, 9, 5, 8, 6, 25, 27, 15, 10, 13, 19, 4, 14, 3, 18, 29, 16, 30, 20, 26, 1}",4.670977,"{1, 26, 11, 3, 18, 29, 20, 30, 16, 4, 19, 13, 10, 14, 21, 9, 5, 15, 27, 25, 8, 6, 23, 7, 28, 2, 17, 12, 22, 24, 1}",5.048308,0.080782,0.058054
"{1, 9, 15, 8, 18, 6, 11, 13, 12, 25, 2, 22, 21, 29, 26, 19, 24, 14, 4, 3, 7, 20, 28, 10, 5, 17, 30, 27, 16, 23, 1}",4.394750,"{1, 23, 16, 27, 20, 7, 3, 4, 14, 24, 19, 26, 28, 30, 17, 5, 10, 21, 29, 2, 22, 25, 12, 13, 11, 6, 18, 8, 15, 9, 1}",4.496685,0.023195,0.057981
"{1, 18, 13, 2, 3, 28, 11, 29, 25, 8, 6, 16, 4, 26, 14, 23, 5, 22, 17, 12, 30, 24, 10, 20, 15, 19, 7, 9, 21, 27, 1}",4.943462,"{1, 27, 21, 9, 7, 19, 15, 20, 12, 30, 24, 10, 5, 23, 22, 17, 2, 13, 18, 3, 28, 14, 26, 4, 16, 6, 25, 8, 29, 11, 1}",5.242404,0.060472,0.057952
"{1, 18, 8, 19, 2, 27, 10, 6, 28, 13, 17, 3, 21, 26, 5, 9, 15, 4, 16, 11, 12, 23, 20, 7, 22, 25, 29, 14, 24, 30, 1}",4.514666,"{1, 30, 24, 14, 29, 25, 22, 7, 20, 23, 12, 11, 16, 4, 15, 9, 5, 26, 21, 3, 17, 13, 28, 6, 10, 27, 2, 19, 8, 18, 1}",4.514665,0.000000,0.058166
"{1, 22, 21, 9, 27, 3, 19, 30, 11, 4, 28, 25, 17, 29, 18, 26, 8, 2, 7, 14, 13, 23, 12, 6, 5, 20, 10, 24, 15, 16, 1}",4.470756,"{1, 22, 21, 12, 6, 23, 13, 19, 9, 27, 3, 30, 11, 4, 28, 25, 17, 29, 18, 26, 14, 7, 2, 8, 10, 20, 5, 24, 15, 16, 1}",4.776291,0.068341,0.058165
"{1, 18, 24, 13, 8, 16, 27, 19, 20, 2, 9, 25, 17, 12, 22, 15, 30, 21, 3, 26, 11, 6, 10, 23, 7, 29, 28, 5, 14, 4, 1}",4.420989,"{1, 4, 14, 5, 28, 29, 7, 23, 10, 6, 11, 26, 3, 21, 22, 12, 17, 25, 9, 2, 20, 19, 27, 15, 30, 16, 8, 13, 24, 18, 1}",4.562931,0.032107,0.060361
"{1, 10, 6, 26, 27, 4, 23, 22, 9, 28, 2, 16, 8, 17, 13, 29, 19, 20, 14, 18, 7, 15, 5, 3, 25, 30, 11, 21, 24, 12, 1}",4.590146,"{1, 12, 24, 21, 11, 30, 14, 20, 19, 18, 25, 3, 5, 15, 7, 13, 29, 8, 17, 26, 27, 16, 2, 28, 9, 4, 23, 22, 6, 10, 1}",4.919209,0.071689,0.059439
